Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Date,Day_Type,Educational_Time,Recreational_Time
9,Male,2.64,Tablet,True,0.54,None,Urban,6-10,2025-10-20,Weekday,1.4256000000000002,1.2144
8,Female,3.37,Smartphone,True,0.48,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-05,Weekend,1.6176,1.7524000000000002
15,Male,5.45,TV,True,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-21,Weekday,2.616,2.834
8,Male,3.16,TV,True,0.59,None,Urban,6-10,2025-10-20,Weekday,1.8644,1.2956
18,Male,1.71,Smartphone,False,0.46,None,Urban,16-20,2025-10-01,Weekday,0.7866,0.9234
8,Male,9.35,Tablet,True,0.59,Poor Sleep,Urban,6-10,2025-10-10,Weekday,5.5165,3.8335
11,Male,3.71,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-14,Weekday,1.3356,2.3744
17,Female,5.42,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-27,Weekday,1.6802,3.7398
17,Male,5.74,Smartphone,True,0.41,Poor Sleep,Urban,16-20,2025-10-26,Weekend,2.3534,3.3866
13,Male,3.05,Smartphone,True,0.35,Eye Strain,Urban,11-15,2025-10-20,Weekday,1.0675,1.9825
16,Male,4.64,Smartphone,True,0.32,"Eye Strain, Anxiety",Urban,16-20,2025-10-22,Weekday,1.4848,3.1552
8,Female,7.27,TV,True,0.49,Poor Sleep,Urban,6-10,2025-10-20,Weekday,3.5622999999999996,3.7077
14,Male,5.26,Smartphone,True,0.39,"Eye Strain, Anxiety",Rural,11-15,2025-10-08,Weekday,2.0514,3.2085999999999997
17,Female,4.73,Smartphone,True,0.46,Poor Sleep,Urban,16-20,2025-10-09,Weekday,2.1758,2.5542000000000002
18,Female,3.66,Laptop,True,0.47,Anxiety,Urban,16-20,2025-10-14,Weekday,1.7202,1.9398000000000002
12,Male,4.5,Smartphone,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-21,Weekday,1.8,2.7
15,Male,6.45,Smartphone,True,0.39,Poor Sleep,Urban,11-15,2025-10-22,Weekday,2.5155000000000003,3.9345
14,Male,3.35,Smartphone,True,0.48,None,Rural,11-15,2025-10-27,Weekday,1.6079999999999999,1.7420000000000002
11,Female,4.17,Smartphone,True,0.49,Eye Strain,Urban,11-15,2025-10-28,Weekday,2.0433,2.1267
11,Male,4.87,Smartphone,True,0.39,Poor Sleep,Urban,11-15,2025-10-27,Weekday,1.8993000000000002,2.9707
13,Female,3.64,Laptop,True,0.39,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-12,Weekend,1.4196000000000002,2.2203999999999997
13,Male,6.68,Laptop,True,0.38,None,Urban,11-15,2025-10-10,Weekday,2.5383999999999998,4.1416
16,Female,4.5,TV,True,0.33,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-11,Weekend,1.485,3.0149999999999997
12,Female,4.86,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-26,Weekend,1.7496,3.1104000000000003
15,Male,4.23,TV,True,0.36,None,Urban,11-15,2025-10-17,Weekday,1.5228000000000002,2.7072000000000003
12,Female,3.57,TV,True,0.46,None,Urban,11-15,2025-10-17,Weekday,1.6422,1.9277999999999997
9,Female,5.02,Smartphone,True,0.56,"Poor Sleep, Eye Strain, Anxiety",Rural,6-10,2025-10-19,Weekend,2.8112,2.2087999999999997
13,Male,3.49,Smartphone,True,0.48,"Eye Strain, Obesity Risk",Rural,11-15,2025-10-26,Weekend,1.6752,1.8148000000000002
16,Male,4.06,Smartphone,True,0.49,Poor Sleep,Rural,16-20,2025-10-05,Weekend,1.9893999999999998,2.0705999999999998
10,Male,7.84,Tablet,True,0.59,None,Urban,6-10,2025-10-16,Weekday,4.6255999999999995,3.2144000000000004
8,Female,10.49,TV,True,0.49,Poor Sleep,Rural,6-10,2025-10-05,Weekend,5.1401,5.3499
8,Male,6.99,Smartphone,True,0.49,Poor Sleep,Rural,6-10,2025-10-16,Weekday,3.4251,3.5649
10,Male,3.3,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,6-10,2025-10-30,Weekday,1.518,1.7819999999999998
17,Male,4.66,Smartphone,True,0.48,"Anxiety, Obesity Risk",Rural,16-20,2025-10-18,Weekend,2.2368,2.4232
12,Female,4.6,Smartphone,True,0.31,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15,2025-10-08,Weekday,1.426,3.1739999999999995
10,Female,7.06,Smartphone,True,0.55,"Poor Sleep, Eye Strain, Anxiety",Urban,6-10,2025-10-28,Weekday,3.883,3.1769999999999996
16,Male,2.7,Smartphone,False,0.32,None,Urban,16-20,2025-10-14,Weekday,0.8640000000000001,1.836
15,Female,3.46,Smartphone,True,0.33,"Poor Sleep, Anxiety",Urban,11-15,2025-10-25,Weekend,1.1418000000000001,2.3182
10,Male,0.0,TV,False,0.58,None,Urban,6-10,2025-10-17,Weekday,0.0,0.0
16,Male,3.53,Laptop,True,0.36,Poor Sleep,Urban,16-20,2025-10-10,Weekday,1.2708,2.2592
13,Female,6.29,Smartphone,True,0.45,Poor Sleep,Rural,11-15,2025-10-05,Weekend,2.8305000000000002,3.4595
14,Female,3.9,Tablet,True,0.38,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,11-15,2025-10-18,Weekend,1.482,2.418
11,Male,3.64,Laptop,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Rural,11-15,2025-10-04,Weekend,1.2376,2.4024
11,Male,5.76,TV,True,0.46,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-15,Weekday,2.6496,3.1104
9,Male,2.28,TV,True,0.56,None,Rural,6-10,2025-10-12,Weekend,1.2768,1.0031999999999999
12,Female,4.07,Smartphone,True,0.36,Poor Sleep,Urban,11-15,2025-10-02,Weekday,1.4652,2.6048
15,Female,3.12,Laptop,True,0.45,Anxiety,Rural,11-15,2025-10-26,Weekend,1.4040000000000001,1.716
14,Male,4.97,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural,11-15,2025-10-04,Weekend,1.9383,3.0317
14,Male,4.03,Laptop,True,0.4,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-14,Weekday,1.612,2.418
13,Female,5.01,Smartphone,True,0.41,None,Urban,11-15,2025-10-24,Weekday,2.0540999999999996,2.9559
10,Female,7.12,TV,True,0.46,Eye Strain,Urban,6-10,2025-10-21,Weekday,3.2752000000000003,3.8447999999999998
12,Female,3.37,Tablet,True,0.32,"Poor Sleep, Anxiety",Urban,11-15,2025-10-17,Weekday,1.0784,2.2916
8,Female,2.52,Smartphone,True,0.43,None,Rural,6-10,2025-10-10,Weekday,1.0836,1.4364000000000001
14,Male,3.43,Laptop,True,0.42,Poor Sleep,Urban,11-15,2025-10-22,Weekday,1.4406,1.9894
16,Male,6.99,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,16-20,2025-10-06,Weekday,2.5863,4.403700000000001
8,Male,5.11,TV,True,0.51,Poor Sleep,Urban,6-10,2025-10-26,Weekend,2.6061,2.5039000000000002
9,Female,6.68,Smartphone,True,0.53,Anxiety,Rural,6-10,2025-10-15,Weekday,3.5404,3.1395999999999997
10,Male,7.67,Tablet,True,0.51,"Poor Sleep, Eye Strain, Anxiety",Urban,6-10,2025-10-22,Weekday,3.9117,3.7582999999999998
10,Male,6.33,Tablet,True,0.42,Poor Sleep,Rural,6-10,2025-10-02,Weekday,2.6586,3.6714
15,Male,6.62,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-20,Weekday,2.7803999999999998,3.8396000000000003
14,Male,4.68,Laptop,True,0.42,Anxiety,Urban,11-15,2025-10-10,Weekday,1.9655999999999998,2.7144
13,Male,5.2,Smartphone,True,0.34,None,Rural,11-15,2025-10-14,Weekday,1.7680000000000002,3.432
17,Female,4.83,Laptop,True,0.38,Poor Sleep,Rural,16-20,2025-10-22,Weekday,1.8354000000000001,2.9946
17,Male,4.93,Smartphone,True,0.48,Poor Sleep,Rural,16-20,2025-10-28,Weekday,2.3663999999999996,2.5636
18,Male,5.22,Smartphone,True,0.38,Eye Strain,Urban,16-20,2025-10-06,Weekday,1.9836,3.2363999999999997
11,Female,5.09,Smartphone,True,0.36,Anxiety,Urban,11-15,2025-10-07,Weekday,1.8323999999999998,3.2576
16,Male,3.79,Laptop,True,0.43,Poor Sleep,Urban,16-20,2025-10-31,Weekday,1.6297,2.1603000000000003
8,Male,3.71,TV,True,0.41,None,Urban,6-10,2025-10-06,Weekday,1.5211,2.1889000000000003
18,Female,5.36,Smartphone,True,0.46,None,Urban,16-20,2025-10-02,Weekday,2.4656000000000002,2.8944
9,Male,7.2,Smartphone,True,0.53,None,Urban,6-10,2025-10-18,Weekend,3.8160000000000003,3.384
11,Female,3.25,Smartphone,True,0.44,Poor Sleep,Urban,11-15,2025-10-04,Weekend,1.43,1.82
10,Male,4.32,Smartphone,True,0.45,Poor Sleep,Urban,6-10,2025-10-05,Weekend,1.9440000000000002,2.3760000000000003
8,Female,3.65,TV,True,0.42,Eye Strain,Urban,6-10,2025-10-03,Weekday,1.533,2.117
12,Female,5.45,Smartphone,True,0.35,Anxiety,Rural,11-15,2025-10-19,Weekend,1.9075,3.5425000000000004
14,Male,3.32,Laptop,True,0.45,"Poor Sleep, Anxiety",Urban,11-15,2025-10-06,Weekday,1.494,1.8259999999999998
9,Male,3.64,Smartphone,True,0.55,None,Rural,6-10,2025-10-29,Weekday,2.0020000000000002,1.638
12,Female,6.01,Smartphone,True,0.42,Anxiety,Rural,11-15,2025-10-09,Weekday,2.5242,3.4858
13,Male,5.55,Smartphone,True,0.38,None,Urban,11-15,2025-10-27,Weekday,2.109,3.441
18,Male,3.95,Smartphone,True,0.35,Eye Strain,Urban,16-20,2025-10-14,Weekday,1.3825,2.5675
14,Female,3.89,TV,True,0.48,Eye Strain,Urban,11-15,2025-10-02,Weekday,1.8672,2.0228
8,Male,8.12,Smartphone,True,0.46,"Poor Sleep, Anxiety",Rural,6-10,2025-10-26,Weekend,3.7352,4.384799999999999
14,Female,4.3,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-14,Weekday,1.419,2.881
11,Female,4.21,Laptop,True,0.31,Poor Sleep,Urban,11-15,2025-10-01,Weekday,1.3051,2.9049
15,Female,6.14,Smartphone,True,0.34,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-30,Weekday,2.0876,4.0524
11,Male,4.73,Smartphone,True,0.48,Eye Strain,Urban,11-15,2025-10-21,Weekday,2.2704,2.4596000000000005
13,Male,4.33,Smartphone,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Rural,11-15,2025-10-31,Weekday,1.9052,2.4248000000000003
16,Female,7.24,TV,True,0.38,Poor Sleep,Urban,16-20,2025-10-09,Weekday,2.7512000000000003,4.4887999999999995
12,Male,6.53,Smartphone,True,0.43,Poor Sleep,Urban,11-15,2025-10-16,Weekday,2.8079,3.7221
11,Female,4.81,Smartphone,True,0.44,"Eye Strain, Anxiety",Urban,11-15,2025-10-06,Weekday,2.1164,2.6935999999999996
15,Male,6.96,Smartphone,True,0.38,Poor Sleep,Urban,11-15,2025-10-15,Weekday,2.6448,4.3152
16,Female,5.0,Laptop,True,0.41,None,Rural,16-20,2025-10-20,Weekday,2.05,2.95
11,Male,2.59,Laptop,False,0.45,None,Rural,11-15,2025-10-09,Weekday,1.1655,1.4244999999999999
10,Female,2.43,TV,True,0.58,None,Urban,6-10,2025-10-15,Weekday,1.4094,1.0206000000000002
15,Female,5.45,Laptop,True,0.32,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-10,Weekday,1.744,3.7060000000000004
12,Female,4.98,Smartphone,True,0.48,"Poor Sleep, Anxiety",Rural,11-15,2025-10-31,Weekday,2.3904,2.5896000000000003
9,Female,3.16,TV,True,0.56,Eye Strain,Urban,6-10,2025-10-22,Weekday,1.7696000000000003,1.3903999999999999
17,Female,4.5,Smartphone,True,0.47,"Poor Sleep, Obesity Risk",Urban,16-20,2025-10-07,Weekday,2.1149999999999998,2.3850000000000002
16,Male,5.02,Smartphone,True,0.44,Eye Strain,Urban,16-20,2025-10-19,Weekend,2.2087999999999997,2.8112
10,Male,3.72,TV,True,0.56,Eye Strain,Urban,6-10,2025-10-19,Weekend,2.0832,1.6368
9,Male,0.0,Tablet,False,0.53,None,Urban,6-10,2025-10-22,Weekday,0.0,0.0
8,Female,6.24,Smartphone,True,0.52,"Poor Sleep, Anxiety",Urban,6-10,2025-10-24,Weekday,3.2448,2.9952
15,Female,5.29,Laptop,True,0.45,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-29,Weekday,2.3805,2.9095
18,Male,5.19,Laptop,True,0.41,None,Rural,16-20,2025-10-13,Weekday,2.1279,3.0621000000000005
10,Male,1.63,TV,False,0.54,None,Urban,6-10,2025-10-12,Weekend,0.8802,0.7497999999999999
14,Male,3.57,Smartphone,True,0.36,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-15,Weekday,1.2852,2.2847999999999997
8,Female,5.62,Tablet,True,0.54,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-10,Weekday,3.0348,2.5852
8,Male,9.15,Tablet,True,0.57,None,Rural,6-10,2025-10-07,Weekday,5.2155,3.9345000000000008
16,Male,4.75,Smartphone,True,0.37,Poor Sleep,Urban,16-20,2025-10-16,Weekday,1.7575,2.9924999999999997
15,Male,5.0,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-15,Weekday,1.55,3.45
10,Male,6.57,Smartphone,True,0.52,Poor Sleep,Urban,6-10,2025-10-11,Weekend,3.4164000000000003,3.1536
13,Female,7.77,TV,True,0.44,None,Urban,11-15,2025-10-23,Weekday,3.4187999999999996,4.3512
18,Male,3.99,Laptop,True,0.49,None,Rural,16-20,2025-10-14,Weekday,1.9551,2.0349000000000004
10,Female,4.21,TV,True,0.49,"Poor Sleep, Obesity Risk",Rural,6-10,2025-10-06,Weekday,2.0629,2.1471
11,Male,2.95,Smartphone,False,0.49,None,Rural,11-15,2025-10-04,Weekend,1.4455,1.5045000000000002
8,Female,3.93,Tablet,True,0.4,Poor Sleep,Rural,6-10,2025-10-31,Weekday,1.572,2.358
12,Female,6.34,TV,True,0.46,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-05,Weekend,2.9164,3.4236
8,Male,1.24,Tablet,False,0.58,None,Urban,6-10,2025-10-10,Weekday,0.7192,0.5208
8,Female,9.26,TV,True,0.6,"Eye Strain, Anxiety",Urban,6-10,2025-10-01,Weekday,5.556,3.7039999999999997
17,Female,5.46,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-05,Weekend,2.1294,3.3306
18,Male,4.25,Smartphone,True,0.42,Poor Sleep,Urban,16-20,2025-10-08,Weekday,1.785,2.465
18,Male,3.82,Tablet,True,0.48,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-26,Weekend,1.8336,1.9864
14,Male,4.61,Smartphone,True,0.38,Eye Strain,Urban,11-15,2025-10-20,Weekday,1.7518000000000002,2.8582
13,Male,4.58,Smartphone,True,0.46,None,Urban,11-15,2025-10-28,Weekday,2.1068000000000002,2.4732
9,Female,4.44,Smartphone,True,0.57,Poor Sleep,Rural,6-10,2025-10-10,Weekday,2.5308,1.9092000000000002
18,Male,3.53,Laptop,True,0.32,"Poor Sleep, Anxiety, Obesity Risk",Urban,16-20,2025-10-06,Weekday,1.1296,2.4004
9,Female,0.0,TV,False,0.53,None,Rural,6-10,2025-10-02,Weekday,0.0,0.0
18,Male,4.0,Laptop,True,0.46,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-17,Weekday,1.84,2.16
14,Male,4.61,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-18,Weekend,1.6596,2.9504
8,Female,0.92,TV,False,0.42,None,Urban,6-10,2025-10-01,Weekday,0.3864,0.5336000000000001
9,Male,8.54,Smartphone,True,0.4,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-11,Weekend,3.416,5.123999999999999
15,Female,3.55,Tablet,True,0.49,Poor Sleep,Rural,11-15,2025-10-12,Weekend,1.7394999999999998,1.8105
13,Female,3.85,Smartphone,True,0.42,Poor Sleep,Urban,11-15,2025-10-11,Weekend,1.617,2.233
9,Female,4.31,Tablet,True,0.41,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-28,Weekday,1.7670999999999997,2.5429
14,Female,5.21,Laptop,True,0.46,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-09,Weekday,2.3966000000000003,2.8133999999999997
11,Female,4.92,Smartphone,True,0.42,Poor Sleep,Rural,11-15,2025-10-14,Weekday,2.0664,2.8536
9,Male,4.36,TV,True,0.54,"Poor Sleep, Anxiety",Rural,6-10,2025-10-28,Weekday,2.3544000000000005,2.0056
13,Female,6.34,Smartphone,True,0.41,"Eye Strain, Obesity Risk",Urban,11-15,2025-10-16,Weekday,2.5993999999999997,3.7406
18,Male,6.32,Tablet,True,0.42,Poor Sleep,Urban,16-20,2025-10-18,Weekend,2.6544,3.6656000000000004
16,Male,4.19,TV,True,0.31,Poor Sleep,Rural,16-20,2025-10-16,Weekday,1.2989000000000002,2.8911000000000002
18,Male,3.51,Smartphone,True,0.3,Anxiety,Urban,16-20,2025-10-22,Weekday,1.053,2.457
16,Female,2.19,Smartphone,False,0.39,None,Urban,16-20,2025-10-28,Weekday,0.8541,1.3359
15,Female,3.18,TV,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-26,Weekend,1.5264,1.6536000000000002
10,Male,0.29,TV,False,0.57,None,Urban,6-10,2025-10-05,Weekend,0.16529999999999997,0.1247
10,Female,3.57,TV,True,0.46,Poor Sleep,Urban,6-10,2025-10-12,Weekend,1.6422,1.9277999999999997
9,Female,1.62,TV,False,0.45,None,Urban,6-10,2025-10-22,Weekday,0.7290000000000001,0.891
12,Female,4.59,Smartphone,True,0.36,None,Rural,11-15,2025-10-07,Weekday,1.6523999999999999,2.9375999999999998
11,Female,4.76,Smartphone,True,0.49,Anxiety,Urban,11-15,2025-10-21,Weekday,2.3324,2.4276
14,Male,4.95,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,11-15,2025-10-07,Weekday,2.178,2.7720000000000002
11,Male,4.65,TV,True,0.41,"Poor Sleep, Anxiety",Urban,11-15,2025-10-01,Weekday,1.9065,2.7435
16,Male,3.78,Laptop,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban,16-20,2025-10-20,Weekday,1.323,2.457
9,Female,3.25,Smartphone,True,0.5,Poor Sleep,Rural,6-10,2025-10-02,Weekday,1.625,1.625
18,Male,4.41,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-26,Weekend,1.3671,3.0429000000000004
13,Female,2.83,Smartphone,False,0.35,None,Urban,11-15,2025-10-02,Weekday,0.9904999999999999,1.8395000000000001
14,Female,4.8,Tablet,True,0.31,Poor Sleep,Urban,11-15,2025-10-19,Weekend,1.488,3.312
11,Male,5.09,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-17,Weekday,1.9342,3.1558
13,Female,3.59,Smartphone,True,0.37,None,Urban,11-15,2025-10-27,Weekday,1.3283,2.2617
14,Female,6.55,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-27,Weekday,2.62,3.9299999999999997
11,Female,4.3,Laptop,True,0.43,Poor Sleep,Urban,11-15,2025-10-20,Weekday,1.849,2.4509999999999996
15,Male,5.85,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-29,Weekday,2.8665,2.9835
16,Female,4.58,Smartphone,True,0.45,"Eye Strain, Anxiety",Urban,16-20,2025-10-31,Weekday,2.061,2.519
8,Female,3.45,Smartphone,True,0.48,Poor Sleep,Urban,6-10,2025-10-02,Weekday,1.656,1.7940000000000003
14,Male,7.37,Smartphone,True,0.39,Poor Sleep,Urban,11-15,2025-10-31,Weekday,2.8743000000000003,4.495699999999999
16,Male,4.97,TV,True,0.47,None,Rural,16-20,2025-10-23,Weekday,2.3358999999999996,2.6341
17,Female,6.36,Smartphone,True,0.31,Anxiety,Urban,16-20,2025-10-01,Weekday,1.9716,4.388400000000001
12,Female,6.24,TV,True,0.47,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-22,Weekday,2.9328,3.3072000000000004
9,Female,4.48,Smartphone,True,0.55,Poor Sleep,Urban,6-10,2025-10-04,Weekend,2.4640000000000004,2.016
17,Male,4.48,TV,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20,2025-10-18,Weekend,1.6576000000000002,2.8224
13,Female,3.9,Smartphone,True,0.36,Poor Sleep,Urban,11-15,2025-10-20,Weekday,1.404,2.496
14,Female,5.57,Laptop,True,0.41,None,Urban,11-15,2025-10-15,Weekday,2.2837,3.2863
9,Female,6.87,Smartphone,True,0.49,"Poor Sleep, Anxiety",Urban,6-10,2025-10-07,Weekday,3.3663,3.5037000000000003
9,Male,6.05,Smartphone,True,0.59,Poor Sleep,Urban,6-10,2025-10-23,Weekday,3.5694999999999997,2.4805
17,Female,5.75,Smartphone,True,0.42,Anxiety,Rural,16-20,2025-10-01,Weekday,2.415,3.335
17,Female,1.45,TV,False,0.46,None,Rural,16-20,2025-10-26,Weekend,0.667,0.7829999999999999
8,Male,4.94,Tablet,True,0.58,Poor Sleep,Urban,6-10,2025-10-15,Weekday,2.8652,2.0748
11,Female,4.91,TV,True,0.37,None,Urban,11-15,2025-10-17,Weekday,1.8167,3.0933
14,Male,6.27,TV,True,0.3,Poor Sleep,Urban,11-15,2025-10-09,Weekday,1.8809999999999998,4.388999999999999
16,Female,5.39,Laptop,True,0.47,None,Urban,16-20,2025-10-14,Weekday,2.5332999999999997,2.8567
10,Female,6.92,TV,True,0.43,"Anxiety, Obesity Risk",Rural,6-10,2025-10-25,Weekend,2.9756,3.9444
18,Male,3.37,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20,2025-10-31,Weekday,1.1121,2.2579000000000002
14,Female,6.44,TV,True,0.42,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-05,Weekend,2.7048,3.7352000000000003
14,Female,5.76,TV,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-26,Weekend,1.9584000000000001,3.8015999999999996
14,Male,2.83,Smartphone,False,0.39,None,Urban,11-15,2025-10-06,Weekday,1.1037000000000001,1.7263
9,Male,0.0,TV,False,0.54,None,Urban,6-10,2025-10-22,Weekday,0.0,0.0
13,Female,5.13,Smartphone,True,0.39,"Poor Sleep, Eye Strain, Anxiety",Rural,11-15,2025-10-28,Weekday,2.0007,3.1292999999999997
9,Male,1.39,TV,False,0.59,None,Urban,6-10,2025-10-14,Weekday,0.8200999999999999,0.5699
13,Female,3.94,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-28,Weekday,1.6942,2.2458
17,Female,3.75,Laptop,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20,2025-10-27,Weekday,1.6875,2.0625
10,Male,2.23,Smartphone,True,0.48,None,Urban,6-10,2025-10-08,Weekday,1.0704,1.1596
9,Male,2.08,TV,True,0.54,None,Urban,6-10,2025-10-12,Weekend,1.1232000000000002,0.9567999999999999
13,Female,4.2,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-21,Weekday,1.3860000000000001,2.814
9,Female,3.8,TV,True,0.43,None,Urban,6-10,2025-10-22,Weekday,1.634,2.166
12,Female,3.12,TV,True,0.42,Poor Sleep,Urban,11-15,2025-10-02,Weekday,1.3104,1.8096
9,Male,5.82,TV,True,0.51,Poor Sleep,Urban,6-10,2025-10-05,Weekend,2.9682000000000004,2.8518
10,Female,3.92,Smartphone,True,0.55,Poor Sleep,Urban,6-10,2025-10-26,Weekend,2.156,1.7639999999999998
10,Male,7.4,Tablet,True,0.44,None,Rural,6-10,2025-10-19,Weekend,3.2560000000000002,4.144
13,Male,5.71,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,11-15,2025-10-18,Weekend,2.1127,3.5973
13,Female,2.48,Smartphone,False,0.39,None,Rural,11-15,2025-10-01,Weekday,0.9672000000000001,1.5128
17,Female,5.83,TV,True,0.41,None,Urban,16-20,2025-10-02,Weekday,2.3903,3.4397
10,Male,0.0,Tablet,False,0.59,None,Urban,6-10,2025-10-04,Weekend,0.0,0.0
10,Female,0.96,Smartphone,False,0.4,None,Rural,6-10,2025-10-18,Weekend,0.384,0.576
8,Female,0.0,Smartphone,False,0.44,None,Rural,6-10,2025-10-24,Weekday,0.0,0.0
14,Female,2.42,Smartphone,False,0.4,None,Urban,11-15,2025-10-06,Weekday,0.968,1.452
15,Male,4.89,Smartphone,True,0.39,None,Rural,11-15,2025-10-24,Weekday,1.9071,2.9829
9,Male,5.81,TV,True,0.42,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-28,Weekday,2.4402,3.3697999999999997
11,Male,2.75,Laptop,False,0.49,None,Urban,11-15,2025-10-22,Weekday,1.3475,1.4025
17,Female,2.09,Tablet,False,0.4,None,Rural,16-20,2025-10-27,Weekday,0.836,1.254
14,Male,5.16,Tablet,True,0.46,Poor Sleep,Urban,11-15,2025-10-13,Weekday,2.3736,2.7864
15,Male,5.37,Laptop,True,0.41,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-22,Weekday,2.2016999999999998,3.1683000000000003
8,Male,0.24,Tablet,False,0.46,None,Urban,6-10,2025-10-19,Weekend,0.1104,0.1296
11,Male,3.66,TV,True,0.44,Poor Sleep,Urban,11-15,2025-10-17,Weekday,1.6104,2.0496
13,Male,3.99,TV,True,0.37,"Poor Sleep, Anxiety",Urban,11-15,2025-10-31,Weekday,1.4763000000000002,2.5137
10,Female,3.95,TV,True,0.59,None,Urban,6-10,2025-10-23,Weekday,2.3305,1.6195000000000004
12,Male,4.71,Smartphone,True,0.46,None,Rural,11-15,2025-10-08,Weekday,2.1666,2.5434
17,Female,4.18,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-15,Weekday,1.5466,2.6334
16,Female,4.8,Smartphone,True,0.39,Poor Sleep,Urban,16-20,2025-10-18,Weekend,1.8719999999999999,2.928
18,Male,6.6,TV,True,0.34,Poor Sleep,Urban,16-20,2025-10-13,Weekday,2.244,4.356
10,Male,0.0,Tablet,False,0.57,None,Rural,6-10,2025-10-30,Weekday,0.0,0.0
12,Male,5.29,Laptop,True,0.46,Poor Sleep,Urban,11-15,2025-10-09,Weekday,2.4334000000000002,2.8566
15,Female,4.94,Laptop,True,0.4,"Poor Sleep, Anxiety",Urban,11-15,2025-10-14,Weekday,1.9760000000000002,2.9640000000000004
13,Female,4.56,Smartphone,True,0.43,None,Rural,11-15,2025-10-13,Weekday,1.9607999999999999,2.5991999999999997
11,Female,3.06,Smartphone,True,0.38,None,Urban,11-15,2025-10-26,Weekend,1.1628,1.8972
15,Male,4.67,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-19,Weekend,2.335,2.335
18,Female,4.59,Smartphone,True,0.3,Poor Sleep,Urban,16-20,2025-10-29,Weekday,1.377,3.213
10,Female,4.51,TV,True,0.44,Poor Sleep,Rural,6-10,2025-10-10,Weekday,1.9844,2.5256
10,Female,3.57,TV,True,0.47,Poor Sleep,Urban,6-10,2025-10-30,Weekday,1.6778999999999997,1.8921000000000001
